-27 09:46:39 | ST0=[1110.72kg, 1110.84kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:26 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:27 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:28 | ST0=[1111.02kg, 1111.13kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:29 | ST0=[1111.02kg, 1111.14kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:30 | ST0=[1111.02kg, 1111.14kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:31 | ST0=[***, ***] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:32 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:33 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:34 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:35 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:36 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:39 | ST0=[0.04kg, 0.04kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:40 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:41 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:43 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:45 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:46 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:47 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:48 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:52 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:53 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:56 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:57 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:01:58 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:01:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:01 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:03 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:06 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:07 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:10 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:12 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:14 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:15 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:16 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:17 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:19 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:21 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:22 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:23 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:25 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:27 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:28 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:30 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:32 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:36 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:41 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:43 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:45 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:46 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:50 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:52 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:54 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:02:55 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:56 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:58 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:02:59 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:00 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:01 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:03 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:05 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:08 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:11 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:12 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:14 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:16 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:17 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:19 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:21 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:23 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:25 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:26 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:27 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:29 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:30 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:32 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:35 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:36 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:39 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:40 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:41 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:43 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:45 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:46 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:48 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:50 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:51 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:52 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:54 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:55 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:56 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:57 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:03:58 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:03:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:01 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:02 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:03 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:05 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:07 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:10 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:12 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:14 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:16 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:19 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:21 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:23 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:25 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:27 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:29 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:30 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:32 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:34 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:35 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:36 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:38 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:40 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:41 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:43 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:44 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:45 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:46 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:47 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:48 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:49 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:50 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:52 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:53 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:54 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:55 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:56 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:57 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:04:58 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:04:59 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:00 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:01 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:02 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:03 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:04 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:05 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:06 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:07 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:08 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:09 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:10 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:11 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:12 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:13 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:14 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:15 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:16 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:17 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:18 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:19 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:20 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:21 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:22 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:23 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:24 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:25 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:26 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:27 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:28 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:29 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:30 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:31 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:32 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:33 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:34 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:35 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:36 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:37 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:38 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:39 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:40 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:41 | ST0=[0.04kg, 0.04kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:42 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:43 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:44 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:45 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:46 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:47 | ST0=[0.05kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:48 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:49 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:50 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:51 | ST0=[0.05kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
25-08-27 10:05:52 | ST0=[0.04kg, 0.05kg] (199) WE: 4080[RS232-PRINTER]
25-08-27 10:05:53 | ST0=[0.04kg, 0.05kg] (200) WE: 4080[RS232-PRINTER]
